aut_principal,pseudo,viaf,titulo,Lengua fuente,Lengua,ISBN,Ciudad de publicación,Ente editor,Año de publicación,Traductor/a,Observaciones
"Herbert, Jorge","Herbert, Jorge",No hay datos,Jocelina / traducida.por J. F. Sáenz de Urraca,eng,inglés,No hay datos,Montevideo,Imprenta a vapor de La España,1896,"Sáenz de Urraca, J. F.",Se añadió dato traductor. Fuente: BN campo Título.
"Claretie, Jules","Claretie, Jules",http://viaf.org/viaf/95172612,"Juana Mornas, novela original,..versión castellana de P. San Román.",fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1897,"San Román, P.",Se añadió dato traductor. Fuente: BN campo Título.
"Demesse, Henri","Demesse, Henri",http://viaf.org/viaf/45045127,Fifí (La petite Fifí) / traducción de Enrique Pastor y Bedoya.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1897,"Pastor y Bedoya, Enrique",Se añadió dato traductor. Fuente: BN campo Título.
"Du Boisgobey, Fortuné Hippolyte Auguste","Du Boisgobey, Fortuné Hippolyte Auguste",http://viaf.org/viaf/19720225,Decapitada...,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1897,No hay datos,No hay datos
"Dumas, Alexandre","Dumas, Alexandre",http://viaf.org/viaf/51688902,La reina Margarita : novela histórica original / traducida al castellano por don FIM.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1897,Don FIM,Se añadió dato traductor. Fuente: BN campo Título.
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,El diamante negro.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1897,No hay datos,No hay datos
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,El sargento Renaud...,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1897,No hay datos,No hay datos
"Malot, Héctor Henri","Malot, Héctor Henri",http://viaf.org/viaf/49228546,Madre.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1898,No hay datos,No hay datos
"Rod, Eduard","Rod, Eduard",http://viaf.org/viaf/7409687,El silencio.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1898,No hay datos,No hay datos
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,La americana.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1898,No hay datos,No hay datos
"Claretie, Jules","Claretie, Jules",http://viaf.org/viaf/32141297,La cuerda.,fre,francés,No hay datos,San José de Mayo,Grandes Talleres de la Minerva de Juan M. Menéndez,1899,No hay datos,No hay datos
"Daudet, Alphonse","Daudet, Alphonse",http://viaf.org/viaf/4928621,Fromont y Risler.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Daudet, Ernest","Daudet, Ernest",http://viaf.org/viaf/29563836,Dolores.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Doyle, sir Arthur Conan","Doyle, sir Arthur Conan",http://viaf.org/viaf/65283845,La guardia blanca.,eng,inglés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1899,No hay datos,No hay datos
"Gréville, Henry, seud. de Alice (Fleury) Durand","Durand, Alice Marie Céleste Fleury",http://viaf.org/viaf/49258322,Cleopatra.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1899,No hay datos,No hay datos
"La Landelle, Guillermo José Gabriel","La Landelle, Guillermo José Gabriel",http://viaf.org/viaf/17224964,Un odio a bordo / M. G. de La Landelle.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Letang, Louis","Letang, Louis",http://viaf.org/viaf/309666003,Los Jacobos de Auvernia.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1899,No hay datos,No hay datos
"Mérimee, Prosper","Mérimee, Prosper",http://viaf.org/viaf/44302582,Colomba.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,Los amores de Aurora / traducción de Francisco Cárles.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1899,"Cárles, Francisco",Se añadió dato traductor. Fuente: BN campo Título.
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,Los caballeros del claro de luna / Ponson du Terrail.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,Clara de Azay / versión española de F. Luis Obiol.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1899,"Obiol, F. Luis",Se añadió dato traductor. Fuente: BN campo Título.
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,El herrero del convento / traducción de Francisco Carlos.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1899,"Cárles, Francisco",Se añadió dato traductor. Fuente: BN campo Título.
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,La justicia de los gitanos / traducción de Francisco Cárles.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1899,"Cárles, Francisco",Se añadió dato traductor. Fuente: BN campo “Título”.
"Ponson du Terrail, Pierre Alexis, vicomte de","Ponson du Terrail, Pierre Alexis, vicomte de",http://viaf.org/viaf/17228199,"Sor Luisa, la hermana de la caridad / versión española de Francisco Carles.",fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1899,"Cárles, Francisco",Se añadió dato traductor. Fuente: BN campo Título.
"Rostand, Edmond","Rostand, Edmond",http://viaf.org/viaf/7396516,Cirano de Bergerac; tragicomedia en 5 actos en verso.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1899,No hay datos,No hay datos
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,El carbonerín.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1899,No hay datos,No hay datos
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,Milagro de amor.,fre,francés,No hay datos,Montevideo,Imprenta de La Tribuna popular,1899,No hay datos,No hay datos
"Doyle, sir Arthur Conan","Doyle, sir Arthur Conan",http://viaf.org/viaf/65283845,Mi tio Bernac.,eng,inglés,No hay datos,Montevideo,Imprenta de El Siglo,1900,No hay datos,No hay datos
"Onhet, Georges","Onhet, Georges",http://viaf.org/viaf/66497284,La gente alegre.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1900,No hay datos,No hay datos
"Sales, Pierre","Sales, Pierre",http://viaf.org/viaf/32141297,"El marqués de Trevenec, novela / traducida del Francés... por J. F. Sáenz de Urraca.",fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1900,"Sáenz de Urraca, J. F.",Se añadió dato traductor. Fuente: BN campo Título.
"Desehard, Mme. Marie","Desehard, Mme. Marie",http://viaf.org/viaf/27055595,Annunziata / M. Mayran.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1901,No hay datos,"Se publicó como folletín en El Siglo en 1901./ Se añadió ficha VIAF correspondiente a la autora Marie, Rosalie, Virginie Cadiou (seudónimo M. Mayran). Deschard es el apellido del marido."
"Lazzoni, A. Mario","Lazzoni, A. Mario",No hay datos,¡Mártir.! drama en cinco cuadros y una apoteosis...,ita,italiano,No hay datos,Montevideo,Imprenta La Nueva Central,1901,No hay datos,No hay datos
"Mary, Jules","Mary, Jules",http://viaf.org/viaf/2503579,Royer Laroque. Madre culpable.,fre,francés,No hay datos,Montevideo,Imprenta a vapor de La España,1901,No hay datos,No hay datos
"Marcel, Charles","Marcel, Charles",No hay datos,Toque de luz / Charles Marcel.,fre,francés,No hay datos,Montevideo,Imprenta El Siglo Ilustrado,1901,No hay datos,Fuente del dato Ciudad no oficial.
"Du Chateau, Pierre","Du Chateau, Pierre",http://viaf.org/viaf/301320253,Los hermanos de Clarita / Pierre Du Chateau.,fre,francés,No hay datos,Montevideo,El Amigo del Obrero,1901,No hay datos,No hay datos
"Ohnet, Georges","Ohnet, Georges",http://viaf.org/viaf/66497284,La tenebrosa.,fre,francés,No hay datos,Montevideo,Imprenta de El Siglo,1902,No hay datos,No hay datos
"Bourdon, E.","Bourdon, E.",http://viaf.org/viaf/2738006,Susana Heverley : novela / escrita en francés por E. Bourdon : traducida pare El Amigo del Obrero por Esther Gané Lybye.,fre,francés,No hay datos,Montevideo,Imprenta Latina,1902,"Gané Lybye, Esther",Se añadió dato traductor. Fuente: BN campo Título.
"Damad, Marianne","Damad, Marianne",http://viaf.org/viaf/120168821,Caridad mundana / por Marianne Damad; traducción de Delfina Mitre de Drago.,fre,francés,No hay datos,Montevideo,Imprenta y Litografía La Razón,1902,"Mitre de Drago, Delfina",Se añadió dato traductor. Fuente: BN campo Título.
"Coppée, Francois","Coppée, Francois",http://viaf.org/viaf/46759181,El violín mágico = Le luthier de Cremone: comedia en un acto / Francois Coppee; traducción de Samuel Blixen.,fre,francés,No hay datos,Montevideo,Imprenta y Litografía La Razón,1903,"Blixen, Samuel",Se añadió dato traductor. Fuente: BN campo Título.
No hay datos,No hay datos,No hay datos,Rita (Historia de ayer) : novela / traducida del italiano por la Srta. C.G.,ita,italiano,No hay datos,Montevideo,Tipografía Uruguaya de Marcos Martínez,1903,Srta. C. G.,Se añadió dato traductor. Fuente: BN campo Título.
No hay datos,No hay datos,No hay datos,O Fana : novela / traducida del italiano por E.G.,ita,italiano,No hay datos,Montevideo,Tipografía Uruguaya de Marcos Martínez,1903,E. G.,Se añadió dato traductor. Fuente: BN campo Título.
"Urbanoroska, Sofía","Urbanoroska, Sofía",No hay datos,La princesa : novela escrita en francés... / traducida por Mariana Usher,fre,francés,No hay datos,Montevideo,El Telégrafo marítimo,1903,"Usher, Mariana",Se añadió dato traductor. Fuente: BN campo Título.
"Doyle, sir Arthur Conan","Doyle, sir Arthur Conan",http://viaf.org/viaf/65283845,Los milagros de Sherlock Holmes.,eng,inglés,No hay datos,Montevideo,Imprenta y Litografía La Razón,1904,No hay datos,No hay datos
"David, Mario (De Saffron)","Saffray, Eugénie-Caroline",http://viaf.org/viaf/42200967,Divorciados / Raúl de Navery (seud.). ; traducción de M.G.G.,fre,francés,No hay datos,Montevideo,Tipografía Uruguaya de Marcos Martínez,1905,M. G. G.,"La ficha VIAF vinculada corresponde a Eugénie-Caroline Saffray, quien usaba los seudónimos Raoul de Navery y Marie David./ Se añadió dato traductor. Fuente: BN campo Título."
"Boothby, Guy Newell","Boothby, Guy Newell",http://viaf.org/viaf/32015580,La venganza del doctor Nikola.,eng,inglés,No hay datos,Montevideo,Imprenta Rural,1906,No hay datos,No hay datos
"Leblanc, Maurice","Leblanc, Maurice",http://viaf.org/viaf/22144617,Aventuras de Arsenio Lupín ; La dama rubia.,fre,francés,No hay datos,Montevideo,Imprenta La Rural,1907,No hay datos,No hay datos
"Malatesta, Errico","Malatesta, Errico",http://viaf.org/viaf/41843462,Entre campesinos.,ita,italiano,No hay datos,Montevideo,Grupo Nuevo ideal,1907,No hay datos,No hay datos
No hay datos,No hay datos,No hay datos,El misterio de un crimen sensacional : novela traducida del francés.,fre,francés,No hay datos,Montevideo,Imprenta de La Buena Prensa,1908,No hay datos,No hay datos
"Clemenceau, Georges","Clemenceau, Georges",http://viaf.org/viaf/49223492,"El velo de la felicidad, comedia dramática / versión castellana de Ema Santandreu Morales.",fre,francés,No hay datos,Montevideo,Editorial Libertad,1901,"Santandreu Morales, Ema","Se añadió dato traductor. Fuente: BN campo Título./ Se añadió datación estimada: 1901. El año estimado refiere a la fecha de publicación posible más temprana, ya que 1901 se estrenó en París. Fuente: Gallica (Francia)."
"Malatesta, Errico","Malatesta, Errico",http://viaf.org/viaf/41843462,En tiempo de elecciones.,ita,italiano,No hay datos,Montevideo,Federación Obrera Regional Uruguaya,1905,No hay datos,"Se añadió datación estimada: 1905. El año estimado refiere a la fecha de publicación posible más temprana, ya que 1905 se crea la Federación Obrera Regional Uruguaya (FORU), ente editor. "
"Lourdoweix, Paul de","Lourdoweix, Paul de",http://viaf.org/viaf/79013580,El billete de lotería : comedia en cinco cuadros / original de Pierre et Paul ; traducción del italiano y adaptación por Arturo E. Mossman Gros.,fre,francés,No hay datos,Montevideo,Talleres de Don Bosco,1908,"Mossman Gros, Arturo E.","Se añadió dato traductor. Fuente: BN campo Título.Es una traducción indirecta a través del italiano./ Se añadió datación estimada: 1908. El año estimado refiere a la fecha de publicación posible más temprana, dado que el traductor nació en 1888 (se pondera como posible una primera publicación a los veinte años)."
"Godio, Guglielmo","Godio, Guglielmo",No hay datos,Tarass Bulba : drama lírico in 4 atti / música di Arturo Berruti.,ita,italiano,No hay datos,Montevideo,No hay datos,1895,No hay datos,"Es libreto de ópera bilingüe. Fuente: Revista de la Biblioteca Nacional, año 1, número 1./ Se añadió datación estimada: 1895. El año estimado refiere a la fecha de publicación posible más temprana, ya que 1895 se estrena en Italia./ Fuente del dato Ciudad no oficial."
"Léroux, Gastón","Léroux, Gastón",http://viaf.org/viaf/19680417,El hombre que vió el diablo / por Gastón Leroux.,fre,francés,No hay datos,Montevideo,Orsini Menotti Bertani,1904,No hay datos,"Se añadió datación estimada: 1904. El año estimado refiere a la fecha de publicación posible más temprana, ya que en 1904 empieza a editar Orsini Bertani. "
"Léroux, Gastón","Léroux, Gastón",http://viaf.org/viaf/19680417,El misterio del cuarto amarillo.,fre,francés,No hay datos,Montevideo,Orsini Menotti Bertani,1904,No hay datos,"Se añadió datación estimada: 1904. El año estimado refiere a la fecha de publicación posible más temprana, , ya que en 1904 empieza a editar Orsini Bertani. "
"Illica, Luigi","Illica, Luigi",http://viaf.org/viaf/294023124,Libreto de Andrés Chénier / música de Umberto Giordano.,ita,italiano,No hay datos,Montevideo,Imprenta La Nueva Central,1901,No hay datos,"Se añadió datación estimada: 1901. El año estimado refiere a la fecha de publicación posible más temprana, ya que 1901 es el año en que aparece en este relevamiento otra publicación de la misma editorial, Imprenta La Nueva Central. "
"Maeterlinck, Maurice","Maeterlinck, Maurice",http://viaf.org/viaf/2473791,El tesoro de los humildes / Mauricio Maeterlinck.,fre,francés,No hay datos,Montevideo,Imprenta Nacional,1904,No hay datos,"Se añadió datación estimada: 1904. El año estimado refiere a la fecha de publicación posible más temprana, ya que en 1904 aparece una primera traducción de esta obra al español. Fuente: Diccionario Histórico de la Traducción en España.  "
"Doyle, sir Arthur Conan","Doyle, sir Arthur Conan",http://viaf.org/viaf/65283845,Casos secretos de Sherlock Holmes.,eng,inglés,No hay datos,Montevideo,Talleres Gráficos de La Razón,1910,No hay datos,No hay datos
"Léroux, Gaston","Léroux, Gaston",http://viaf.org/viaf/19680417,Balaoo,fre,francés,No hay datos,Montevideo,Talleres Gráficos El arte,1912,No hay datos,No hay datos
"Poe, Edgar Allan","Poe, Edgar Allan",http://viaf.org/viaf/60351476,Las campanas / Edgard Poe; traducción de Carlos Arturo Torres.,eng,inglés,No hay datos,Montevideo,Librería Mercurio : Imprenta y Casa Editorial Renacimiento de Luis y Manuel Pérez,1914,"Torres, Carlos Arturo",Se añadió dato traductor. Fuente: BN campo Título.
"Poe, Edgar Allan","Poe, Edgar Allan",http://viaf.org/viaf/60351476,El cuervo; trad. de A. Perez-Bonaldo.,eng,inglés,No hay datos,Montevideo,Librería Mercurio : Imprenta y Casa Editorial Renacimiento de Luis y Manuel Pérez,1914,"Pérez-Bonaldo, A.",Se añadió dato traductor. Fuente: BN campo Título.
"Becker, Nicolás","Becker, Nicolás",http://viaf.org/viaf/76248512,"El Rhin alemán / poesías de Nicolás Becker, Alfredo de Musset.",ger,alemán,No hay datos,Montevideo,Librería Mercurio : Imprenta y Casa Editorial Renacimiento de Luis y Manuel Pérez,1915,No hay datos,No hay datos
"Decourcelle, Pierre","Decourcelle, Pierre",http://viaf.org/viaf/59114027,Los misterios de Nueva York.,fre,francés,No hay datos,Montevideo,Biblioteca de La Razón,1916,No hay datos,No hay datos
